International Designator,NORAD Catalog Number,Name,Period (minutes),Inclination (degrees),Apogee Height (km),Perigee Height (km),Eccentricity,Latest Data,GP Age (days)
2020-055X,46048,STARLINK-1527,95.59,53.06,548,546,0.0001209,,0.84
2020-055AA,46051,STARLINK-1540,95.59,53.05,548,546,0.0001495,,0.81
2020-055AB,46052,STARLINK-1541,95.59,53.06,548,546,0.0001393,,0.83
2020-055AC,46053,STARLINK-1543,95.59,53.05,548,546,0.0001411,,0.89
2020-055AD,46054,STARLINK-1548,95.59,53.05,548,546,0.0001238,,0.82
2020-055AE,46055,STARLINK-1554,95.59,53.05,548,546,0.0001287,,0.63
2020-055AH,46058,STARLINK-1564,95.59,53.06,548,546,0.0001313,,0.82
2020-055AJ,46059,STARLINK-1570,95.59,53.05,548,546,0.0001323,,0.72
2020-055AK,46060,STARLINK-1572,95.59,53.05,548,546,0.0001464,,0.66
2020-055AL,46061,STARLINK-1573,95.59,53.05,548,546,0.0001204,,0.8
2020-055AN,46063,STARLINK-1577,95.59,53.06,548,546,0.0001081,,0.84
2020-055AP,46064,STARLINK-1583,95.59,53.05,548,546,0.0001443,,0.67
2020-055AR,46066,STARLINK-1525,95.59,53.05,548,546,0.0001126,,0.74
2020-055AU,46069,STARLINK-1533,93.67,53.06,455,453,0.0001236,,0.8
2020-055AV,46070,STARLINK-1536,95.59,53.05,548,546,0.0001292,,0.76
2020-055AY,46073,STARLINK-1542,95.59,53.05,548,546,0.0001166,,0.77
2020-055AZ,46074,STARLINK-1549,95.59,53.05,548,546,0.0001438,,0.72
2020-055BA,46075,STARLINK-1551,95.59,53.05,548,546,0.0001676,,0.76
2020-055BB,46076,STARLINK-1552,95.59,53.05,548,546,0.0001031,,0.86
2020-055BC,46077,STARLINK-1559,95.59,53.05,548,546,0.0001306,,0.88
2020-055BD,46078,STARLINK-1563,92.24,53.06,386,384,0.0001505,,0.25
2020-055BE,46079,STARLINK-1566,95.59,53.06,548,546,0.0001619,,0.78
2020-055BF,46080,STARLINK-1568,95.23,53.05,532,528,0.0003014,,0.73
2020-055BG,46081,STARLINK-1571,93.04,53.05,424,423,0.0001022,,0.5
2020-055BH,46082,STARLINK-1578,95.59,53.05,548,546,0.0001098,,0.77
2020-055BJ,46083,STARLINK-1579,95.59,53.05,548,546,0.0001331,,0.73
2020-056A,46112,BSAT-4B,1436.12,0.06,35789,35785,0.0000521,*G,1.77
2020-056B,46113,MEV-2,1436.08,0.04,35790,35783,0.0000773,DOC *G,0.6
2020-056C,46114,GALAXY 30 (G-30),1436.08,0.02,35795,35778,0.0002036,*G,0.77
2020-057A,46117,STARLINK-1585,95.59,53.06,548,546,0.0001264,,0.89
2020-057B,46118,STARLINK-1588,95.59,53.06,548,546,0.0001817,,0.55
2020-057C,46119,STARLINK-1593,95.59,53.06,548,546,0.0001718,,0.53
2020-057D,46120,STARLINK-1601,95.59,53.06,548,546,0.0001392,,0.84
2020-057F,46122,STARLINK-1604,91.65,53.05,361,349,0.0008958,,0.33
2020-057G,46123,STARLINK-1605,95.59,53.06,548,546,0.0001532,,0.28
2020-057H,46124,STARLINK-1614,95.59,53.05,548,546,0.0001543,,0.28
2020-057J,46125,STARLINK-1618,95.59,53.06,548,546,0.0001502,,0.56
2020-057K,46126,STARLINK-1619,92.82,53.05,418,408,0.0007563,,0.33
2020-057L,46127,STARLINK-1621,95.59,53.06,548,546,0.0001844,,0.6
2020-057M,46128,STARLINK-1622,95.59,53.06,549,545,0.0003013,,0.63
2020-057N,46129,STARLINK-1623,95.59,53.06,548,547,0.0000639,,0.66
2020-057P,46130,STARLINK-1624,95.59,53.06,549,546,0.0001854,,0.63
2020-057Q,46131,STARLINK-1625,95.59,53.06,548,546,0.0001786,,0.61
2020-057R,46132,STARLINK-1630,89.49,53.04,254,244,0.0007223,*D,0.6
2020-057S,46133,STARLINK-1637,91.28,53.04,345,330,0.0011016,,0.25
2020-057U,46135,STARLINK-1639,95.59,53.06,548,546,0.0001448,,0.62
2020-057V,46136,STARLINK-1643,95.59,53.06,549,546,0.0001952,,0.57
2020-057W,46137,STARLINK-1586,95.59,53.06,548,546,0.0001489,,0.62
2020-057X,46138,STARLINK-1590,92.69,53.05,413,400,0.0009186,,0.33
2020-057Z,46140,STARLINK-1594,90.46,53.05,305,289,0.0011689,,0.33
2020-057AA,46141,STARLINK-1596,95.56,53.06,547,544,0.0001825,,0.29
2020-057AB,46142,STARLINK-1597,95.59,53.06,548,546,0.0001888,,0.53
2020-057AD,46144,STARLINK-1606,95.59,53.06,549,546,0.0002061,,0.9
2020-057AF,46146,STARLINK-1608,95.59,53.06,548,546,0.0001673,,0.52
2020-057AG,46147,STARLINK-1611,90.02,53.04,283,268,0.0011526,*D,0.33
2020-057AH,46148,STARLINK-1616,93.31,53.05,437,435,0.0001244,,0.25
2020-057AK,46150,STARLINK-1629,95.59,53.06,549,545,0.0002753,,0.53
2020-057AL,46151,STARLINK-1631,95.59,53.06,548,546,0.0001696,,0.62
2020-057AN,46153,STARLINK-1636,94.79,53.06,512,505,0.0005004,,0.52
2020-057AP,46154,STARLINK-1642,95.59,53.06,548,546,0.0001611,,0.85
2020-057AQ,46155,STARLINK-1667,95.59,53.06,548,546,0.0001605,,0.3
2020-057AR,46156,STARLINK-1545,95.59,53.06,548,546,0.000173,,0.57
2020-057AS,46157,STARLINK-1587,95.59,53.06,548,546,0.0001712,,0.25
2020-057AU,46159,STARLINK-1595,95.59,53.05,548,546,0.0001355,,0.82
2020-057AV,46160,STARLINK-1598,95.59,53.06,548,547,0.00009,,0.89
2020-057AW,46161,STARLINK-1600,93.88,53.05,475,454,0.0015415,,0.33
2020-057AX,46162,STARLINK-1603,92.3,53.04,392,382,0.0006853,,0.5
2020-057AY,46163,STARLINK-1610,95.59,53.06,549,546,0.0001775,,0.65
2020-057AZ,46164,STARLINK-1612,95.59,53.05,548,546,0.0001517,,0.65
2020-057BC,46167,STARLINK-1626,95.59,53.06,549,545,0.0002674,,0.52
2020-057BD,46168,STARLINK-1627,95.59,53.06,548,547,0.0001096,,0.67
2020-057BE,46169,STARLINK-1628,93.3,53.06,437,435,0.0001287,,0.5
2020-057BG,46171,STARLINK-1633,95.59,53.06,549,546,0.0001994,,0.61
2020-057BH,46172,STARLINK-1635,95.59,53.06,548,546,0.0001567,,1.32
2020-057BJ,46173,STARLINK-1640,95.59,53.06,548,546,0.0001792,,0.55
2020-057BK,46174,STARLINK-1641,95.59,53.06,548,546,0.0001789,,0.54
2020-058A,46232,GAOFEN-9 05,94.59,97.28,506,491,0.0011333,,0.29
2020-058C,46234,TIANTUO 5,91.95,97.26,374,366,0.0005673,,0.26
2020-059A,46265,SAOCOM 1B,97.16,97.89,624,621,0.0001495,,0.25
2020-059B,46266,GNOMES-1,96.23,97.84,580,576,0.0003311,,0.97
2020-059C,46267,TYVAK-0172,94.71,97.8,506,503,0.0001539,,0.48
2020-061B,46273,ESAIL,91.09,97.26,329,327,0.000117,,0.27
2020-061C,46274,ION-MK01,93.38,97.27,443,437,0.0003966,,0.33
2020-061D,46275,ATHENA,93.88,97.27,466,463,0.0002426,,0.75
2020-061E,46276,UPMSAT-2,92.88,97.27,416,414,0.0001498,,0.25
2020-061F,46277,NEMO-HD,93.96,97.27,470,466,0.0002916,,0.28
2020-061G,46278,GHGSAT-C1,93.23,97.27,435,431,0.000265,,0.25
2020-061N,46284,DIDO 3,91.91,97.31,369,368,0.0001176,,0.32
2020-061Y,46294,OSM-1 CICERO,92.91,97.32,419,415,0.0002613,,0.76
2020-061BA,46320,NAPA-1,93.93,97.32,468,465,0.0002528,,0.26
2020-062A,46325,STARLINK-1734,95.59,53.06,548,546,0.0001775,,0.53
2020-062B,46326,STARLINK-1654,95.59,53.05,548,546,0.0001438,,0.99
2020-062C,46327,STARLINK-1673,93.87,53.04,464,463,0.0000363,,1.12
2020-062D,46328,STARLINK-1686,95.59,53.05,548,546,0.0001262,,0.99
2020-062E,46329,STARLINK-1695,95.59,53.06,548,546,0.0001584,,0.96
2020-062F,46330,STARLINK-1710,95.59,53.05,548,546,0.000122,,1.17
2020-062G,46331,STARLINK-1719,95.59,53.05,548,546,0.0001165,,1
2020-062J,46333,STARLINK-1723,95.59,53.06,548,546,0.0001283,,0.51
2020-062K,46334,STARLINK-1725,91.03,53.04,334,316,0.0013117,,0.5
2020-062L,46335,STARLINK-1727,95.59,53.05,548,546,0.0001768,,0.95
2020-062M,46336,STARLINK-1738,95.59,53.05,548,546,0.0001274,,1.15
2020-062N,46337,STARLINK-1750,95.59,53.06,548,546,0.0001654,,0.48
2020-062P,46338,STARLINK-1752,95.59,53.05,548,546,0.0001699,,0.96
2020-062R,46340,STARLINK-1759,95.59,53.05,548,546,0.0001453,,1.09
2020-062S,46341,STARLINK-1760,90.77,53.04,314,310,0.000303,,0.5
2020-062T,46342,STARLINK-1762,95.59,53.06,548,546,0.0001532,,1
2020-062U,46343,STARLINK-1764,95.59,53.06,548,546,0.0001831,,1.2
2020-062V,46344,STARLINK-1765,95.59,53.06,548,546,0.0001378,,1.18
2020-062W,46345,STARLINK-1767,95.59,53.05,548,546,0.0001394,,0.98
2020-062Y,46347,STARLINK-1547,95.59,53.06,549,546,0.0002275,,0.49
2020-062Z,46348,STARLINK-1553,95.29,53.05,533,532,0.0001134,,1.16
2020-062AA,46349,STARLINK-1575,95.59,53.05,548,547,0.0000905,,0.52
2020-062AC,46351,STARLINK-1646,95.59,53.05,548,546,0.0001471,,1.15
2020-062AD,46352,STARLINK-1653,95.59,53.06,548,546,0.0001639,,1.17
2020-062AE,46353,STARLINK-1656,95.59,53.05,548,546,0.0001617,,0.97
2020-062AF,46354,STARLINK-1657,95.59,53.06,549,545,0.0003195,,1.18
2020-062AG,46355,STARLINK-1661,95.59,53.05,548,546,0.00014,,1.07
2020-062AH,46356,STARLINK-1665,95.59,53.05,548,546,0.000132,,1.06
2020-062AJ,46357,STARLINK-1666,95.59,53.06,548,546,0.0001774,,1
2020-062AL,46359,STARLINK-1707,95.59,53.06,548,546,0.000161,,1.3
2020-062AM,46360,STARLINK-1713,95.59,53.06,548,546,0.0001707,,0.48
2020-062AN,46361,STARLINK-1722,91.13,53.04,340,321,0.0013947,,0.25
2020-062AP,46362,STARLINK-1726,95.59,53.06,548,546,0.0001594,,0.53
2020-062AQ,46363,STARLINK-1739,93.48,53.04,453,437,0.001241,,0.5
2020-062AR,46364,STARLINK-1763,91.77,53.05,371,353,0.0013455,,0.25
2020-062AT,46366,STARLINK-1651,95.59,53.06,548,546,0.0001636,,1.11
2020-062AX,46370,STARLINK-1670,90.63,53.05,310,301,0.0006915,,0.5
2020-062AZ,46372,STARLINK-1689,94.37,53.05,491,485,0.0004676,,1.14
2020-062BB,46374,STARLINK-1711,91.17,53.04,339,325,0.0010676,,0.25
2020-062BC,46375,STARLINK-1724,95.59,53.06,549,546,0.0001888,,0.52
2020-062BD,46376,STARLINK-1742,95.59,53.05,548,546,0.0001582,,1.23
2020-062BH,46380,STARLINK-1758,90.74,53.05,316,305,0.0008594,,0.25
2020-062BK,46382,STARLINK-1769,95.59,53.06,548,546,0.0001478,,0.49
2020-062BL,46383,STARLINK-1770,95.59,53.05,548,546,0.0001602,,0.96
2020-062BM,46384,STARLINK-1771,95.59,53.05,548,546,0.0001715,,0.36
2020-064A,46396,GAOFEN-11 02,94.5,97.46,502,487,0.0010998,,0.23
2020-065A,46454,JILIN-1 GAOFEN 3B,93.82,97.31,465,457,0.0005702,,0.25
2020-065B,46455,JILIN-1 GAOFEN 3C,93.63,97.31,454,450,0.0002867,,0.24
2020-065C,46456,JILIN-1 GAOFEN 3D,93.57,97.31,452,446,0.0004221,,0.27
2020-065D,46457,JILIN-1 GAOFEN 3E,94.14,97.31,493,461,0.0023476,,0.24
2020-065E,46458,JILIN-1 GAOFEN 3F,94.17,97.3,496,461,0.0025496,,0.24
2020-065F,46459,JILIN-1 GAOFEN 3G,93.82,97.32,470,453,0.0012637,,0.23
2020-065G,46460,JILIN-1 GAOFEN 3H,93.9,97.31,476,455,0.0015034,,0.21
2020-065H,46461,JILIN-1 GAOFEN 3I,93.69,97.31,466,444,0.0015683,,1.65
2020-065J,46462,JILIN-1 GAOFEN 3J,93.86,97.31,468,459,0.0006399,,0.27
2020-066A,46469,HAIYANG-2C,104.09,66,956,948,0.0005396,,0.24
2020-067A,46478,HJ-2A,97.53,97.92,643,638,0.0003781,,0.3
2020-067B,46479,HJ-2B,97.52,97.93,642,638,0.0002606,,0.26
2020-068A,46486,GONETS-M 17,115.86,82.5,1513,1476,0.0023962,,0.29
2020-068B,46487,GONETS-M 18,115.86,82.5,1511,1478,0.0021153,,0.24
2020-068C,46488,GONETS-M 19,115.86,82.5,1506,1483,0.0014897,,0.59
2020-068D,46489,MEZNSAT,92.69,97.83,409,403,0.000416,,0.56
2020-068E,46490,YARILO 1,91.74,97.83,363,357,0.0004555,,0.32
2020-068F,46491,YARILO 2,90.85,97.8,322,311,0.0007865,,0.31
2020-068G,46492,LACUNASAT-3,90.33,97.8,296,285,0.0008176,*D,0.58
2020-068H,46493,DEKART,94.58,97.84,505,491,0.00106,,0.6
2020-068J,46494,NORBI,94.37,97.84,494,481,0.0009345,,0.35
2020-068K,46495,SALSAT,94.78,97.85,515,501,0.0010393,,0.55
2020-068L,46496,ICEYE-X7,94.93,97.69,522,509,0.0009264,,0.29
2020-068M,46497,ICEYE-X6,95.95,98.02,569,560,0.0006335,,0.32
2020-068P,46499,KEPLER-4 (ANTILLES),92.64,97.82,405,403,0.0001559,,0.58
2020-068T,46503,LEMUR-2-NICHOL,90.03,97.79,278,273,0.0003931,*D,0.56
2020-068U,46504,NETSAT-4,94.47,97.83,498,488,0.0007406,,0.63
2020-068V,46505,NETSAT-3,94.53,97.83,501,491,0.0007409,,0.55
2020-068W,46506,NETSAT-1,94.74,97.83,511,501,0.0007182,,0.35
2020-068X,46507,NETSAT-2,94.49,97.83,498,489,0.0006538,,0.86
2020-070A,46532,STARLINK-1644,90.75,53.05,313,309,0.0003254,,0.5
2020-070B,46533,STARLINK-1648,95.59,53.05,548,546,0.0001329,,0.55
2020-070C,46534,STARLINK-1659,93.18,53.05,433,427,0.0004295,,0.7
2020-070D,46535,STARLINK-1663,95.59,53.05,548,546,0.0001559,,0.65
2020-070F,46537,STARLINK-1672,95.59,53.05,548,546,0.0001315,,0.62
2020-070G,46538,STARLINK-1678,95.59,53.05,548,546,0.0001283,,0.64
2020-070K,46541,STARLINK-1687,95.59,53.05,548,546,0.0001281,,0.6
2020-070L,46542,STARLINK-1692,95.59,53.05,548,546,0.0001546,,0.73
2020-070M,46543,STARLINK-1693,94.18,53.06,484,474,0.000739,,0.58
2020-070N,46544,STARLINK-1694,93.2,53.05,442,420,0.0015611,,0.25
2020-070P,46545,STARLINK-1696,94.19,53.05,480,478,0.0001192,,0.25
2020-070Q,46546,STARLINK-1697,92.73,53.05,415,401,0.0010031,,0.25
2020-070T,46549,STARLINK-1700,95.37,53.05,541,532,0.0006531,,0.63
2020-070U,46550,STARLINK-1701,91.62,53.05,356,352,0.0003101,,0.5
2020-070X,46553,STARLINK-1664,95.59,53.05,548,546,0.0001322,,0.61
2020-070Y,46554,STARLINK-1671,91.2,53.03,336,331,0.0003925,,0.25
2020-070AA,46556,STARLINK-1676,95.59,53.05,548,546,0.0001521,,0.7
2020-070AB,46557,STARLINK-1679,95.59,53.05,548,546,0.0001344,,0.58
2020-070AC,46558,STARLINK-1680,95.59,53.05,548,546,0.0001234,,0.58
2020-070AD,46559,STARLINK-1681,95.59,53.05,548,546,0.0001254,,0.59
2020-070AF,46561,STARLINK-1709,90.69,53.04,313,304,0.0006049,,0.5
2020-070AG,46562,STARLINK-1714,95.59,53.05,548,546,0.000138,,0.57
2020-070AH,46563,STARLINK-1730,95.59,53.05,548,546,0.000127,,0.7
2020-070AJ,46564,STARLINK-1733,95.59,53.05,548,546,0.0001447,,0.58
2020-070AK,46565,STARLINK-1735,95.59,53.05,548,546,0.0001021,,0.61
2020-070AL,46566,STARLINK-1740,95.59,53.06,548,546,0.0001429,,0.56
2020-070AM,46567,STARLINK-1741,95.59,53.05,548,546,0.0001277,,0.59
2020-070AS,46572,STARLINK-1531,95.59,53.05,548,546,0.0001729,,0.54
2020-070AU,46574,STARLINK-1660,95.59,53.05,548,546,0.0001235,,0.71
2020-070AV,46575,STARLINK-1675,95.59,53.05,548,546,0.0001442,,0.79
2020-070AW,46576,STARLINK-1677,95.59,53.05,548,546,0.0001369,,0.72
2020-070AX,46577,STARLINK-1682,91.69,53.05,358,357,0.0000782,,0.25
2020-070AY,46578,STARLINK-1683,95.59,53.05,548,546,0.000125,,0.64
2020-070AZ,46579,STARLINK-1705,95.59,53.05,548,546,0.0001522,,0.57
2020-070BA,46580,STARLINK-1708,93.84,53.05,463,462,0.0000824,,0.5
2020-070BB,46581,STARLINK-1712,95.59,53.06,548,546,0.0001706,,0.76
2020-070BC,46582,STARLINK-1728,95.59,53.05,548,546,0.0001365,,0.77
2020-070BD,46583,STARLINK-1729,90.04,53.04,281,271,0.0007547,*D,0.33
2020-070BE,46584,STARLINK-1732,91.3,53.04,342,335,0.0005162,,0.5
2020-070BF,46585,STARLINK-1736,95.59,53.05,548,546,0.0001441,,0.59
2020-070BG,46586,STARLINK-1737,90.9,53.04,322,315,0.0005156,,0.5
2020-070BJ,46588,STARLINK-1746,95.59,53.05,548,546,0.0001569,,0.58
2020-070BK,46589,STARLINK-1749,91.99,53.05,375,369,0.0004183,,0.25
2020-070BM,46591,STARLINK-1755,91.41,53.05,349,339,0.0007038,,0.5
2020-071A,46610,GAOFEN-13 01,1436.11,0.23,35861,35713,0.0017476,*G,0.79
2020-073B,46671,STARLINK-1715,91.89,53.05,375,360,0.0010991,,0.5
2020-073C,46672,STARLINK-1716,95.59,53.06,548,546,0.0001205,,0.36
2020-073E,46674,STARLINK-1718,95.59,53.06,548,546,0.0001336,,0.6
2020-073K,46679,STARLINK-1773,95.59,53.05,548,546,0.0001471,,0.53
2020-073M,46681,STARLINK-1775,95.59,53.06,548,546,0.0001411,,0.56
2020-073N,46682,STARLINK-1776,90.42,53.05,301,289,0.0008854,,0.25
2020-073Q,46684,STARLINK-1780,91.16,53.04,332,331,0.0000941,,0.5
2020-073R,46685,STARLINK-1781,95.59,53.06,549,546,0.000197,,0.33
2020-073T,46687,STARLINK-1784,95.59,53.06,548,547,0.0000936,,0.59
2020-073V,46689,STARLINK-1788,95.59,53.06,548,546,0.0001419,,0.57
2020-073W,46690,STARLINK-1789,95.59,53.06,548,546,0.0001514,,0.36
2020-073X,46691,STARLINK-1790,95.59,53.05,548,546,0.0001486,,0.36
2020-073Y,46692,STARLINK-1791,89.79,53.04,267,262,0.0003931,*D,0.6
2020-073Z,46693,STARLINK-1792,94.02,53.03,474,467,0.0005049,,0.58
2020-073AA,46694,STARLINK-1793,95.59,53.06,548,546,0.0001203,,0.54
2020-073AC,46696,STARLINK-1795,95.59,53.05,548,546,0.0001324,,0.38
2020-073AE,46698,STARLINK-1797,95.59,53.06,548,546,0.0001108,,0.34
2020-073AF,46699,STARLINK-1799,95.59,53.05,548,546,0.0001232,,0.59
2020-073AG,46700,STARLINK-1800,95.59,53.06,548,546,0.0001442,,0.25
2020-073AH,46701,STARLINK-1801,95.59,53.05,548,546,0.0001434,,0.35
2020-073AJ,46702,STARLINK-1802,95.59,53.05,548,546,0.0001272,,0.61
2020-073AK,46703,STARLINK-1803,93.01,53.05,428,417,0.0008119,,0.25
2020-073AM,46705,STARLINK-1805,95.59,53.06,549,546,0.0002003,,0.32
2020-073AN,46706,STARLINK-1807,95.59,53.06,548,546,0.0001684,,0.34
2020-073AP,46707,STARLINK-1808,92.74,53.05,415,402,0.0009806,,0.25
2020-073AR,46709,STARLINK-1810,95.59,53.06,549,546,0.0002146,,0.34
2020-073AU,46712,STARLINK-1814,95.59,53.05,548,546,0.0001401,,0.37
2020-073AV,46713,STARLINK-1815,95.59,53.05,548,546,0.0001369,,0.57
2020-073AW,46714,STARLINK-1816,95.59,53.05,548,546,0.0001446,,0.38
2020-073AX,46715,STARLINK-1817,95.59,53.05,548,546,0.0001165,,0.72
2020-073AY,46716,STARLINK-1818,93.87,53.06,476,452,0.0017942,,0.33
2020-073AZ,46717,STARLINK-1820,95.59,53.05,548,546,0.0001478,,0.57
2020-073BA,46718,STARLINK-1821,95.59,53.05,548,546,0.0001697,,0.26
2020-073BB,46719,STARLINK-1822,95.59,53.05,549,546,0.0001892,,0.61
2020-073BF,46723,STARLINK-1826,95.59,53.06,548,546,0.0001439,,0.54
2020-073BH,46725,STARLINK-1828,95.59,53.06,548,546,0.0001393,,0.34
2020-073BJ,46726,STARLINK-1829,90.39,53.04,299,288,0.0008954,*D,0.5
2020-073BK,46727,STARLINK-1830,95.59,53.06,549,546,0.0002064,,0.62
2020-074B,46740,STARLINK-1848,95.59,53.06,549,546,0.0002274,,0.53
2020-074C,46741,STARLINK-1865,91.27,53.05,344,330,0.0010573,,0.25
2020-074E,46743,STARLINK-1892,95.59,53.06,548,546,0.0001831,,0.52
2020-074F,46744,STARLINK-1894,95.59,53.06,548,546,0.0001769,,0.54
2020-074H,46746,STARLINK-1905,95.59,53.06,548,546,0.0001865,,0.82
2020-074J,46747,STARLINK-1908,90.47,53.04,305,291,0.001056,,0.25
2020-074K,46748,STARLINK-1910,90.21,53.04,290,280,0.0007656,*D,0.25
2020-074L,46749,STARLINK-1911,95.59,53.06,548,546,0.0001748,,0.56
2020-074N,46751,STARLINK-1920,93.01,53.05,431,412,0.0013693,,0.5
2020-074P,46752,STARLINK-1921,90.48,53.05,305,291,0.0010875,,0.25
2020-074Q,46753,STARLINK-1922,95.59,53.06,548,546,0.0001455,,0.52
2020-074S,46755,STARLINK-1924,95.59,53.06,548,546,0.0001464,,0.5
2020-074T,46756,STARLINK-1925,92.11,53.05,379,377,0.0001876,,0.25
2020-074V,46758,STARLINK-1928,95.59,53.06,548,546,0.0001867,,0.52
2020-074W,46759,STARLINK-1833,95.59,53.06,548,546,0.0001734,,0.46
2020-074X,46760,STARLINK-1896,89.3,53.04,246,234,0.0008876,*D,0.54
2020-074AB,46764,STARLINK-1903,94.47,53.04,496,489,0.0005052,,0.5
2020-074AC,46765,STARLINK-1906,91.26,53.05,342,330,0.000877,,0.5
2020-074AD,46766,STARLINK-1916,94.21,53.05,481,480,0.0000604,,0.25
2020-074AE,46767,STARLINK-1917,91.35,53.05,347,334,0.0009697,,0.5
2020-074AH,46770,STARLINK-1932,92.16,53.05,381,380,0.0001297,,0.5
2020-074AK,46772,STARLINK-1936,89.91,53.04,273,268,0.0003756,*D,0.53
2020-074AS,46779,STARLINK-1798,91.9,53.05,374,361,0.0009608,,0.25
2020-074AT,46780,STARLINK-1832,95.59,53.06,548,546,0.0001811,,1.28
2020-074AU,46781,STARLINK-1834,91.14,53.05,334,328,0.0004466,,0.25
2020-074AV,46782,STARLINK-1835,95.59,53.06,548,546,0.0001654,,0.56
2020-074AX,46784,STARLINK-1882,95.59,53.06,548,546,0.0001396,,0.52
2020-074AY,46785,STARLINK-1883,91.31,53.04,347,331,0.0011754,,0.25
2020-074AZ,46786,STARLINK-1893,95.59,53.06,548,546,0.0001679,,0.64
2020-074BB,46788,STARLINK-1929,90.06,53.04,284,271,0.0010445,*D,0.25
2020-074BC,46789,STARLINK-1930,90.83,53.04,323,308,0.0011034,,0.25
2020-074BD,46790,STARLINK-1931,95.59,53.06,549,546,0.0002039,,0.54
2020-074BE,46791,STARLINK-1933,90.74,53.05,318,304,0.0010341,,0.25
2020-074BF,46792,STARLINK-1934,95.59,53.05,548,546,0.0001802,,0.56
2020-074BG,46793,STARLINK-1941,92,53.05,373,371,0.000144,,0.25
2020-074BH,46794,STARLINK-1942,95.59,53.06,548,546,0.000144,,0.53
2020-074BK,46796,STARLINK-1944,95.59,53.06,548,546,0.0001516,,1.28
2020-074BM,46798,STARLINK-1948,90.69,53.05,313,304,0.0006851,,0.25
2020-075A,46805,COSMOS 2547 [GLONASS-K],675.73,64.6,19144,19115,0.0005697,,1.52
2020-076A,46807,YAOGAN-30 08A,96.1,35,573,570,0.0002513,,0.27
2020-076B,46808,YAOGAN-30 08B,96.1,35,574,569,0.0002932,,0.23
2020-076C,46809,YAOGAN-30 08C,96.1,35,577,566,0.0008139,,0.25
2020-076D,46810,TIANQI-6,95.91,35,571,554,0.001288,,0.36
2020-077F,46818,CE-SAT IIB,93.26,97.28,438,430,0.0006227,,0.25
2020-078A,46826,NAVSTAR 80 (USA 309),717.99,54.1,20323,20042,0.0052748,,0.53
2020-081A,46905,RISAT-2BR2,95.96,36.9,575,555,0.0014489,,0.56
2020-081B,46906,KSM1-C,95.03,36.89,525,515,0.0006914,,0.36
2020-081C,46907,KSM1-D,95.08,36.9,528,516,0.0008645,,0.3
2020-081H,46912,KSM1-A,95.05,36.9,525,517,0.0005871,,0.27
2020-081J,46913,R2,95.06,36.9,530,513,0.0012068,,0.62
2020-081K,46914,KSM1-B,95.09,36.9,530,516,0.0010483,,0.28
2020-082A,46916,TIANTONG-1 2,1436.1,1.83,35802,35771,0.0003765,*G,0.79
2020-085AC,46955,DRAGRACER 2 (AUGURY),93.3,97.56,442,431,0.0008131,,0.57
2020-086A,46984,SENTINEL-6,112.42,66.04,1344,1332,0.0007866,,0.81
2020-088A,47122,STARLINK-1777,95.59,53.06,548,546,0.0001821,,0.56
2020-088C,47124,STARLINK-1785,90.76,53.05,313,310,0.000185,,0.5
2020-088E,47126,STARLINK-1812,95.59,53.06,548,546,0.0001621,,0.61
2020-088H,47129,STARLINK-1838,93.3,53.05,446,427,0.0013865,,0.33
2020-088M,47133,STARLINK-1843,95.59,53.06,548,546,0.0001711,,0.63
2020-088P,47135,STARLINK-1845,95.59,53.06,548,546,0.0001652,,0.9
2020-088Q,47136,STARLINK-1846,91.35,53.05,350,332,0.0013188,,0.5
2020-088R,47137,STARLINK-1849,95.59,53.06,548,546,0.0001382,,0.59
2020-088S,47138,STARLINK-1850,92.43,53.05,394,393,0.0001204,,0.5
2020-088T,47139,STARLINK-1852,90.7,53.05,316,303,0.0009756,,0.25
2020-088V,47141,STARLINK-1854,90.65,53.05,314,299,0.0011518,,0.25
2020-088X,47143,STARLINK-1856,95.59,53.06,548,547,0.0000947,,0.63
2020-088Y,47144,STARLINK-1857,91.76,53.05,362,360,0.0001194,,0.25
2020-088AB,47147,STARLINK-1860,93.52,53.02,452,441,0.0008153,,0.27
2020-088AC,47148,STARLINK-1861,95.59,53.06,549,545,0.0002508,,0.91
2020-088AD,47149,STARLINK-1862,95.59,53.06,548,546,0.0001326,,0.88
2020-088AE,47150,STARLINK-1863,95.59,53.06,548,546,0.000138,,0.29
2020-088AF,47151,STARLINK-1864,90.98,53.05,326,320,0.0004467,,0.25
2020-088AG,47152,STARLINK-1866,94.13,53.05,485,468,0.0012924,,0.25
2020-088AH,47153,STARLINK-1867,92.79,53.04,413,410,0.000225,,1.33
2020-088AK,47155,STARLINK-1869,91.54,53.04,357,343,0.0010503,,0.5
2020-088AM,47157,STARLINK-1871,95.59,53.06,549,546,0.0001948,,0.59
2020-088AN,47158,STARLINK-1873,95.59,53.06,548,546,0.0001632,,0.64
2020-088AR,47161,STARLINK-1876,95.59,53.06,548,546,0.0001334,,0.34
2020-088AS,47162,STARLINK-1877,93.48,53.05,453,436,0.0012601,,0.5
2020-088AT,47163,STARLINK-1878,88.77,53.03,219,209,0.0007709,*D,0.62
2020-088AU,47164,STARLINK-1879,92.72,53.04,409,406,0.0002083,,0.31
2020-088AV,47165,STARLINK-1880,90.51,53.05,302,297,0.0003815,,0.5
2020-088BA,47170,STARLINK-1887,89.8,53.04,269,260,0.0006562,*D,0.94
